# step source loss verdict alpha
755 0 1.9331 PASS 1.000
756 0 2.2309 PASS 1.000
757 0 1.9134 PASS 1.000
758 0 2.0874 PASS 1.000
759 0 1.9064 PASS 1.000
760 0 2.0011 PASS 1.000
761 0 2.3277 PASS 1.000
762 0 1.9771 PASS 1.000
763 0 2.5569 PASS 1.000
764 0 1.8436 PASS 1.000
765 1 1.9294 PASS 1.000
766 0 2.2798 PASS 1.000
767 0 1.9433 PASS 1.000
768 0 2.1732 PASS 1.000
769 0 1.8972 PASS 1.000
770 0 1.6500 PASS 1.000
771 0 1.8623 PASS 1.000
772 0 2.6533 PASS 1.000
773 0 2.1796 PASS 1.000
774 0 1.9126 PASS 1.000
775 0 2.1529 PASS 1.000
776 0 2.0374 PASS 1.000
777 0 2.0430 PASS 1.000
778 0 2.1420 PASS 1.000
779 0 1.9874 PASS 1.000
780 0 2.0262 PASS 1.000
781 0 1.9250 PASS 1.000
782 0 1.7859 PASS 1.000
783 0 2.0685 PASS 1.000
784 0 1.9322 PASS 1.000
785 1 2.5178 PASS 1.000
786 0 2.2663 PASS 1.000
787 0 1.9667 PASS 1.000
788 0 2.2917 PASS 1.000
789 0 2.1542 PASS 1.000
790 0 2.2472 PASS 1.000
791 0 2.0610 PASS 1.000
792 1 2.1243 PASS 1.000
793 0 2.1207 PASS 1.000
794 1 2.0899 PASS 1.000
795 1 2.0716 PASS 1.000
796 0 1.7772 PASS 1.000
797 0 2.2444 PASS 1.000
798 0 1.9157 PASS 1.000
799 0 2.0884 PASS 1.000
800 0 2.0987 PASS 1.000
801 0 1.7956 PASS 1.000
802 0 2.0914 PASS 1.000
803 0 2.2103 PASS 1.000
804 0 2.3965 PASS 1.000
805 0 2.0401 PASS 1.000
806 0 1.7725 PASS 1.000
807 0 1.6086 PASS 1.000
808 0 2.1632 PASS 1.000
809 0 1.8450 PASS 1.000
810 1 2.2691 PASS 1.000
811 0 2.0211 PASS 1.000
812 0 2.1468 PASS 1.000
813 0 2.1529 PASS 1.000
814 0 1.6549 PASS 1.000
815 0 2.5298 PASS 1.000
816 0 2.2710 PASS 1.000
817 0 1.9886 PASS 1.000
818 0 1.7762 PASS 1.000
819 0 2.1095 PASS 1.000
